image_path,annotation_path,label,x1,y1,x2,y2,source_folder
Test\Images\114\0260.jpg,Test\Annotations\114\0260.txt,1,288,239,351,301,114
Test\Images\148\0131.jpg,Test\Annotations\148\0131.txt,1,90,28,169,94,148
Test\Images\101\0029.jpg,Test\Annotations\101\0029.txt,1,390,58,472,241,101
Test\Images\126\0086.jpg,Test\Annotations\126\0086.txt,1,86,18,487,357,126
Test\Images\155\0271.jpg,Test\Annotations\155\0271.txt,1,329,205,392,290,155
Test\Images\119\0167.jpg,Test\Annotations\119\0167.txt,1,175,187,230,237,119
Test\Images\130\0078.jpg,Test\Annotations\130\0078.txt,1,280,37,364,144,130
Test\Images\128\0437.jpg,Test\Annotations\128\0437.txt,1,130,259,214,368,128
Test\Images\118\0029.jpg,Test\Annotations\118\0029.txt,1,139,458,173,478,118
Test\Images\118\0309.jpg,Test\Annotations\118\0309.txt,1,481,297,549,372,118
Test\Images\143\0334.jpg,Test\Annotations\143\0334.txt,1,369,256,418,304,143
Test\Images\131\0427.jpg,Test\Annotations\131\0427.txt,1,165,330,236,408,131
Test\Images\132\0146.jpg,Test\Annotations\132\0146.txt,0,,,,,132
Test\Images\133\0052.jpg,Test\Annotations\133\0052.txt,1,53,148,258,338,133
Test\Images\137\0014.jpg,Test\Annotations\137\0014.txt,0,,,,,137
Test\Images\155\0248.jpg,Test\Annotations\155\0248.txt,1,415,175,471,244,155
Test\Images\109\0141.jpg,Test\Annotations\109\0141.txt,1,205,171,237,197,109
Test\Images\114\0410.jpg,Test\Annotations\114\0410.txt,1,197,66,245,115,114
Test\Images\151\0068.jpg,Test\Annotations\151\0068.txt,1,199,169,236,229,151
Test\Images\104\0010.jpg,Test\Annotations\104\0010.txt,0,,,,,104
Test\Images\157\0094.jpg,Test\Annotations\157\0094.txt,1,142,239,260,285,157
Test\Images\151\0123.jpg,Test\Annotations\151\0123.txt,0,,,,,151
Test\Images\109\0142.jpg,Test\Annotations\109\0142.txt,1,205,171,237,197,109
Test\Images\123\0096.jpg,Test\Annotations\123\0096.txt,1,304,105,389,234,123
Test\Images\120\0066.jpg,Test\Annotations\120\0066.txt,1,248,144,376,278,120
Test\Images\151\0181.jpg,Test\Annotations\151\0181.txt,0,,,,,151
Test\Images\153\0081.jpg,Test\Annotations\153\0081.txt,1,243,356,373,430,153
Test\Images\153\0163.jpg,Test\Annotations\153\0163.txt,1,128,301,220,368,153
Test\Images\151\0203.jpg,Test\Annotations\151\0203.txt,1,199,275,248,375,151
Test\Images\154\0170.jpg,Test\Annotations\154\0170.txt,1,390,35,419,58,154
Test\Images\109\0069.jpg,Test\Annotations\109\0069.txt,1,162,99,196,124,109
Test\Images\136\0259.jpg,Test\Annotations\136\0259.txt,0,,,,,136
Test\Images\106\0059.jpg,Test\Annotations\106\0059.txt,1,192,38,401,222,106
Test\Images\126\0141.jpg,Test\Annotations\126\0141.txt,1,105,57,450,324,126
Test\Images\147\0156.jpg,Test\Annotations\147\0156.txt,1,110,198,186,359,147
Test\Images\132\0216.jpg,Test\Annotations\132\0216.txt,1,175,67,474,285,132
Test\Images\120\0201.jpg,Test\Annotations\120\0201.txt,0,,,,,120
Test\Images\131\0208.jpg,Test\Annotations\131\0208.txt,1,498,274,549,397,131
Test\Images\102\0234.jpg,Test\Annotations\102\0234.txt,1,301,176,386,323,102
Test\Images\112\0302.jpg,Test\Annotations\112\0302.txt,1,157,180,298,311,112
Test\Images\123\0249.jpg,Test\Annotations\123\0249.txt,1,381,256,504,350,123
Test\Images\139\0077.jpg,Test\Annotations\139\0077.txt,1,302,228,400,295,139
Test\Images\102\0064.jpg,Test\Annotations\102\0064.txt,1,294,177,380,313,102
Test\Images\156\0103.jpg,Test\Annotations\156\0103.txt,1,62,186,130,256,156
Test\Images\126\0057.jpg,Test\Annotations\126\0057.txt,1,2,1,490,463,126
Test\Images\131\0232.jpg,Test\Annotations\131\0232.txt,1,370,236,472,404,131
Test\Images\157\0132.jpg,Test\Annotations\157\0132.txt,1,136,263,249,306,157
Test\Images\159\0016.jpg,Test\Annotations\159\0016.txt,1,62,257,107,281,159
Test\Images\109\0085.jpg,Test\Annotations\109\0085.txt,1,184,112,223,140,109
Test\Images\139\0263.jpg,Test\Annotations\139\0263.txt,1,109,38,278,271,139
Test\Images\151\0332.jpg,Test\Annotations\151\0332.txt,1,98,208,164,254,151
Test\Images\123\0107.jpg,Test\Annotations\123\0107.txt,1,348,189,488,346,123
Test\Images\128\0441.jpg,Test\Annotations\128\0441.txt,1,132,256,216,365,128
Test\Images\149\0148.jpg,Test\Annotations\149\0148.txt,1,158,169,236,211,149
Test\Images\150\0019.jpg,Test\Annotations\150\0019.txt,1,197,99,265,142,150
Test\Images\155\0197.jpg,Test\Annotations\155\0197.txt,1,325,144,370,225,155
Test\Images\128\0044.jpg,Test\Annotations\128\0044.txt,1,45,319,120,419,128
Test\Images\106\0099.jpg,Test\Annotations\106\0099.txt,1,267,68,492,265,106
Test\Images\160\0246.jpg,Test\Annotations\160\0246.txt,1,355,260,416,327,160
Test\Images\115\0044.jpg,Test\Annotations\115\0044.txt,1,182,124,247,192,115
Test\Images\109\0040.jpg,Test\Annotations\109\0040.txt,1,103,72,141,97,109
Test\Images\120\0058.jpg,Test\Annotations\120\0058.txt,1,354,169,446,278,120
Test\Images\133\0277.jpg,Test\Annotations\133\0277.txt,1,65,150,356,461,133
Test\Images\110\0073.jpg,Test\Annotations\110\0073.txt,1,513,75,559,142,110
Test\Images\112\0210.jpg,Test\Annotations\112\0210.txt,1,226,271,517,479,112
Test\Images\106\0074.jpg,Test\Annotations\106\0074.txt,1,216,55,399,218,106
Test\Images\151\0162.jpg,Test\Annotations\151\0162.txt,1,151,384,199,479,151
Test\Images\112\0245.jpg,Test\Annotations\112\0245.txt,1,272,211,459,438,112
Test\Images\148\0041.jpg,Test\Annotations\148\0041.txt,0,,,,,148
Test\Images\114\0109.jpg,Test\Annotations\114\0109.txt,1,263,354,382,466,114
Test\Images\160\0255.jpg,Test\Annotations\160\0255.txt,1,349,238,410,305,160
Test\Images\114\0104.jpg,Test\Annotations\114\0104.txt,1,229,308,292,394,114
Test\Images\139\0212.jpg,Test\Annotations\139\0212.txt,1,98,21,186,190,139
Test\Images\127\0129.jpg,Test\Annotations\127\0129.txt,1,311,84,330,108,127
Test\Images\113\0056.jpg,Test\Annotations\113\0056.txt,1,356,128,411,201,113
Test\Images\119\0162.jpg,Test\Annotations\119\0162.txt,1,176,284,224,328,119
Test\Images\116\0067.jpg,Test\Annotations\116\0067.txt,1,211,188,276,277,116
Test\Images\158\0174.jpg,Test\Annotations\158\0174.txt,1,276,322,449,420,158
Test\Images\153\0089.jpg,Test\Annotations\153\0089.txt,1,247,346,377,420,153
Test\Images\143\0025.jpg,Test\Annotations\143\0025.txt,1,404,220,459,274,143
Test\Images\146\0019.jpg,Test\Annotations\146\0019.txt,1,185,213,236,272,146
Test\Images\133\0099.jpg,Test\Annotations\133\0099.txt,1,144,172,373,384,133
Test\Images\118\0299.jpg,Test\Annotations\118\0299.txt,1,511,328,558,394,118
Test\Images\123\0028.jpg,Test\Annotations\123\0028.txt,0,,,,,123
Test\Images\131\0127.jpg,Test\Annotations\131\0127.txt,1,339,263,445,409,131
Test\Images\154\0224.jpg,Test\Annotations\154\0224.txt,1,430,86,476,126,154
Test\Images\148\0132.jpg,Test\Annotations\148\0132.txt,1,81,28,160,94,148
Test\Images\147\0417.jpg,Test\Annotations\147\0417.txt,1,120,147,239,340,147
Test\Images\129\0194.jpg,Test\Annotations\129\0194.txt,1,323,264,365,320,129
Test\Images\132\0341.jpg,Test\Annotations\132\0341.txt,1,112,110,274,254,132
Test\Images\132\0294.jpg,Test\Annotations\132\0294.txt,1,104,95,272,234,132
Test\Images\102\0145.jpg,Test\Annotations\102\0145.txt,1,216,186,283,290,102
Test\Images\129\0016.jpg,Test\Annotations\129\0016.txt,0,,,,,129
Test\Images\132\0446.jpg,Test\Annotations\132\0446.txt,1,202,100,347,219,132
Test\Images\124\0068.jpg,Test\Annotations\124\0068.txt,1,298,445,336,469,124
Test\Images\132\0125.jpg,Test\Annotations\132\0125.txt,0,,,,,132
Test\Images\138\0014.jpg,Test\Annotations\138\0014.txt,0,,,,,138
Test\Images\160\0391.jpg,Test\Annotations\160\0391.txt,1,434,258,488,311,160
Test\Images\137\0188.jpg,Test\Annotations\137\0188.txt,1,386,394,457,453,137
Test\Images\151\0291.jpg,Test\Annotations\151\0291.txt,1,309,212,341,290,151
Test\Images\119\0028.jpg,Test\Annotations\119\0028.txt,1,318,371,371,419,119
Test\Images\131\0190.jpg,Test\Annotations\131\0190.txt,1,280,193,441,374,131
Test\Images\139\0179.jpg,Test\Annotations\139\0179.txt,1,206,1,430,271,139
Test\Images\137\0210.jpg,Test\Annotations\137\0210.txt,1,285,303,451,415,137
Test\Images\153\0142.jpg,Test\Annotations\153\0142.txt,1,146,331,250,422,153
Test\Images\137\0190.jpg,Test\Annotations\137\0190.txt,1,377,388,455,458,137
Test\Images\145\0081.jpg,Test\Annotations\145\0081.txt,1,171,217,235,268,145
Test\Images\110\0019.jpg,Test\Annotations\110\0019.txt,1,389,39,428,77,110
Test\Images\140\0107.jpg,Test\Annotations\140\0107.txt,1,54,143,183,359,140
Test\Images\121\0036.jpg,Test\Annotations\121\0036.txt,1,133,445,160,479,121
Test\Images\156\0076.jpg,Test\Annotations\156\0076.txt,1,23,158,91,228,156
Test\Images\133\0148.jpg,Test\Annotations\133\0148.txt,0,,,,,133
Test\Images\134\0010.jpg,Test\Annotations\134\0010.txt,1,1,328,62,435,134
Test\Images\154\0163.jpg,Test\Annotations\154\0163.txt,1,347,99,375,119,154
Test\Images\118\0110.jpg,Test\Annotations\118\0110.txt,1,432,347,486,392,118
Test\Images\131\0155.jpg,Test\Annotations\131\0155.txt,1,218,153,345,301,131
Test\Images\149\0091.jpg,Test\Annotations\149\0091.txt,1,105,193,240,267,149
Test\Images\145\0013.jpg,Test\Annotations\145\0013.txt,1,276,1,309,16,145
Test\Images\139\0473.jpg,Test\Annotations\139\0473.txt,1,1,135,91,348,139
Test\Images\158\0188.jpg,Test\Annotations\158\0188.txt,0,,,,,158
Test\Images\143\0394.jpg,Test\Annotations\143\0394.txt,1,344,327,381,361,143
Test\Images\110\0080.jpg,Test\Annotations\110\0080.txt,1,447,50,526,149,110
Test\Images\137\0048.jpg,Test\Annotations\137\0048.txt,0,,,,,137
Test\Images\128\0101.jpg,Test\Annotations\128\0101.txt,1,67,242,284,453,128
Test\Images\134\0031.jpg,Test\Annotations\134\0031.txt,1,44,355,120,456,134
Test\Images\119\0131.jpg,Test\Annotations\119\0131.txt,0,,,,,119
Test\Images\106\0132.jpg,Test\Annotations\106\0132.txt,1,213,81,404,260,106
Test\Images\145\0124.jpg,Test\Annotations\145\0124.txt,1,198,243,269,300,145
Test\Images\131\0325.jpg,Test\Annotations\131\0325.txt,1,265,126,358,269,131
Test\Images\118\0009.jpg,Test\Annotations\118\0009.txt,1,89,447,125,477,118
Test\Images\131\0058.jpg,Test\Annotations\131\0058.txt,1,315,234,349,303,131
Test\Images\149\0070.jpg,Test\Annotations\149\0070.txt,1,128,150,270,241,149
Test\Images\153\0061.jpg,Test\Annotations\153\0061.txt,0,,,,,153
Test\Images\132\0282.jpg,Test\Annotations\132\0282.txt,1,138,83,340,247,132
Test\Images\157\0067.jpg,Test\Annotations\157\0067.txt,1,143,227,257,284,157
Test\Images\147\0437.jpg,Test\Annotations\147\0437.txt,0,,,,,147
Test\Images\126\0063.jpg,Test\Annotations\126\0063.txt,1,7,5,526,468,126
Test\Images\115\0215.jpg,Test\Annotations\115\0215.txt,1,248,72,398,204,115
Test\Images\140\0069.jpg,Test\Annotations\140\0069.txt,1,8,180,137,398,140
Test\Images\130\0122.jpg,Test\Annotations\130\0122.txt,1,251,87,339,195,130
Test\Images\137\0031.jpg,Test\Annotations\137\0031.txt,0,,,,,137
Test\Images\139\0366.jpg,Test\Annotations\139\0366.txt,1,83,21,329,329,139
Test\Images\156\0040.jpg,Test\Annotations\156\0040.txt,1,92,35,152,85,156
Test\Images\128\0155.jpg,Test\Annotations\128\0155.txt,1,182,154,368,332,128
Test\Images\133\0101.jpg,Test\Annotations\133\0101.txt,1,145,186,374,398,133
Test\Images\160\0143.jpg,Test\Annotations\160\0143.txt,1,365,232,425,291,160
Test\Images\139\0035.jpg,Test\Annotations\139\0035.txt,1,126,298,183,346,139
Test\Images\155\0035.jpg,Test\Annotations\155\0035.txt,1,281,165,362,282,155
Test\Images\134\0059.jpg,Test\Annotations\134\0059.txt,1,67,361,162,463,134
Test\Images\127\0021.jpg,Test\Annotations\127\0021.txt,0,,,,,127
Test\Images\106\0029.jpg,Test\Annotations\106\0029.txt,1,425,49,545,208,106
Test\Images\150\0043.jpg,Test\Annotations\150\0043.txt,1,163,89,224,138,150
Test\Images\128\0220.jpg,Test\Annotations\128\0220.txt,1,134,345,260,476,128
Test\Images\129\0263.jpg,Test\Annotations\129\0263.txt,1,304,218,350,274,129
Test\Images\137\0226.jpg,Test\Annotations\137\0226.txt,1,219,306,423,429,137
Test\Images\127\0181.jpg,Test\Annotations\127\0181.txt,1,299,58,324,86,127
Test\Images\103\0058.jpg,Test\Annotations\103\0058.txt,1,98,114,130,146,103
Test\Images\119\0187.jpg,Test\Annotations\119\0187.txt,1,255,179,310,229,119
Test\Images\150\0009.jpg,Test\Annotations\150\0009.txt,0,,,,,150
Test\Images\137\0078.jpg,Test\Annotations\137\0078.txt,1,37,115,90,185,137
Test\Images\119\0190.jpg,Test\Annotations\119\0190.txt,1,254,184,309,234,119
Test\Images\121\0033.jpg,Test\Annotations\121\0033.txt,0,,,,,121
Test\Images\143\0441.jpg,Test\Annotations\143\0441.txt,1,389,265,428,301,143
Test\Images\104\0119.jpg,Test\Annotations\104\0119.txt,1,13,134,223,398,104
Test\Images\160\0195.jpg,Test\Annotations\160\0195.txt,1,397,197,452,256,160
Test\Images\121\0099.jpg,Test\Annotations\121\0099.txt,1,196,352,292,427,121
Test\Images\120\0140.jpg,Test\Annotations\120\0140.txt,0,,,,,120
Test\Images\154\0087.jpg,Test\Annotations\154\0087.txt,1,309,123,339,150,154
Test\Images\115\0230.jpg,Test\Annotations\115\0230.txt,1,315,117,465,249,115
Test\Images\158\0010.jpg,Test\Annotations\158\0010.txt,0,,,,,158
Test\Images\132\0324.jpg,Test\Annotations\132\0324.txt,1,136,203,329,368,132
Test\Images\136\0262.jpg,Test\Annotations\136\0262.txt,0,,,,,136
Test\Images\143\0385.jpg,Test\Annotations\143\0385.txt,1,340,331,374,367,143
Test\Images\154\0186.jpg,Test\Annotations\154\0186.txt,1,393,82,441,118,154
Test\Images\112\0072.jpg,Test\Annotations\112\0072.txt,1,84,452,203,479,112
Test\Images\121\0004.jpg,Test\Annotations\121\0004.txt,0,,,,,121
Test\Images\141\0017.jpg,Test\Annotations\141\0017.txt,1,76,369,221,467,141
Test\Images\128\0471.jpg,Test\Annotations\128\0471.txt,1,212,214,318,352,128
Test\Images\114\0276.jpg,Test\Annotations\114\0276.txt,1,325,215,382,279,114
Test\Images\129\0187.jpg,Test\Annotations\129\0187.txt,1,327,263,369,319,129
Test\Images\133\0355.jpg,Test\Annotations\133\0355.txt,1,341,16,529,305,133
Test\Images\103\0044.jpg,Test\Annotations\103\0044.txt,1,82,47,107,78,103
Test\Images\114\0080.jpg,Test\Annotations\114\0080.txt,1,164,311,216,385,114
Test\Images\159\0067.jpg,Test\Annotations\159\0067.txt,1,79,317,175,396,159
Test\Images\133\0327.jpg,Test\Annotations\133\0327.txt,1,256,199,357,352,133
Test\Images\160\0287.jpg,Test\Annotations\160\0287.txt,1,373,248,431,313,160
Test\Images\106\0004.jpg,Test\Annotations\106\0004.txt,0,,,,,106
Test\Images\127\0713.jpg,Test\Annotations\127\0713.txt,1,281,126,313,160,127
Test\Images\133\0003.jpg,Test\Annotations\133\0003.txt,0,,,,,133
Test\Images\128\0459.jpg,Test\Annotations\128\0459.txt,1,219,210,325,348,128
Test\Images\108\0072.jpg,Test\Annotations\108\0072.txt,1,299,305,365,381,108
Test\Images\114\0199.jpg,Test\Annotations\114\0199.txt,1,215,198,262,274,114
Test\Images\131\0091.jpg,Test\Annotations\131\0091.txt,1,380,250,436,335,131
Test\Images\137\0033.jpg,Test\Annotations\137\0033.txt,0,,,,,137
Test\Images\106\0229.jpg,Test\Annotations\106\0229.txt,1,248,119,361,220,106
Test\Images\138\0147.jpg,Test\Annotations\138\0147.txt,1,1,116,56,217,138
Test\Images\132\0328.jpg,Test\Annotations\132\0328.txt,1,120,150,297,306,132
Test\Images\106\0212.jpg,Test\Annotations\106\0212.txt,1,213,92,362,221,106
Test\Images\127\0558.jpg,Test\Annotations\127\0558.txt,1,346,137,386,181,127
Test\Images\129\0184.jpg,Test\Annotations\129\0184.txt,1,329,262,371,318,129
Test\Images\147\0242.jpg,Test\Annotations\147\0242.txt,0,,,,,147
Test\Images\124\0130.jpg,Test\Annotations\124\0130.txt,1,316,437,361,475,124
Test\Images\127\0098.jpg,Test\Annotations\127\0098.txt,1,340,90,380,139,127
Test\Images\130\0098.jpg,Test\Annotations\130\0098.txt,1,265,44,349,151,130
Test\Images\113\0060.jpg,Test\Annotations\113\0060.txt,1,381,175,438,249,113
Test\Images\151\0023.jpg,Test\Annotations\151\0023.txt,1,317,207,335,268,151
Test\Images\153\0168.jpg,Test\Annotations\153\0168.txt,1,130,294,222,361,153
Test\Images\154\0062.jpg,Test\Annotations\154\0062.txt,0,,,,,154
Test\Images\128\0217.jpg,Test\Annotations\128\0217.txt,1,124,336,250,467,128
Test\Images\117\0052.jpg,Test\Annotations\117\0052.txt,1,295,363,376,434,117
Test\Images\160\0304.jpg,Test\Annotations\160\0304.txt,1,375,266,431,330,160
Test\Images\108\0033.jpg,Test\Annotations\108\0033.txt,1,272,291,349,345,108
Test\Images\148\0095.jpg,Test\Annotations\148\0095.txt,1,340,30,383,72,148
Test\Images\151\0171.jpg,Test\Annotations\151\0171.txt,0,,,,,151
Test\Images\154\0083.jpg,Test\Annotations\154\0083.txt,1,276,129,303,155,154
Test\Images\127\0594.jpg,Test\Annotations\127\0594.txt,1,333,140,359,180,127
Test\Images\129\0186.jpg,Test\Annotations\129\0186.txt,1,332,263,374,319,129
Test\Images\150\0006.jpg,Test\Annotations\150\0006.txt,1,194,99,258,138,150
Test\Images\125\0043.jpg,Test\Annotations\125\0043.txt,0,,,,,125
Test\Images\127\0330.jpg,Test\Annotations\127\0330.txt,1,338,180,397,241,127
Test\Images\126\0074.jpg,Test\Annotations\126\0074.txt,1,60,10,514,365,126
Test\Images\152\0011.jpg,Test\Annotations\152\0011.txt,0,,,,,152
Test\Images\155\0102.jpg,Test\Annotations\155\0102.txt,1,305,205,382,290,155
Test\Images\123\0251.jpg,Test\Annotations\123\0251.txt,1,409,251,501,322,123
Test\Images\129\0114.jpg,Test\Annotations\129\0114.txt,1,322,205,414,285,129
Test\Images\157\0038.jpg,Test\Annotations\157\0038.txt,1,118,212,229,259,157
Test\Images\143\0373.jpg,Test\Annotations\143\0373.txt,1,344,326,378,360,143
Test\Images\131\0233.jpg,Test\Annotations\131\0233.txt,1,349,241,462,407,131
Test\Images\145\0003.jpg,Test\Annotations\145\0003.txt,0,,,,,145
Test\Images\134\0035.jpg,Test\Annotations\134\0035.txt,1,40,366,122,467,134
Test\Images\120\0171.jpg,Test\Annotations\120\0171.txt,0,,,,,120
Test\Images\129\0274.jpg,Test\Annotations\129\0274.txt,1,322,225,365,287,129
Test\Images\127\0401.jpg,Test\Annotations\127\0401.txt,1,355,135,412,191,127
Test\Images\132\0050.jpg,Test\Annotations\132\0050.txt,1,194,23,322,106,132
Test\Images\131\0308.jpg,Test\Annotations\131\0308.txt,1,309,230,498,445,131
Test\Images\143\0403.jpg,Test\Annotations\143\0403.txt,1,355,299,393,341,143
Test\Images\124\0131.jpg,Test\Annotations\124\0131.txt,1,316,436,361,474,124
Test\Images\156\0019.jpg,Test\Annotations\156\0019.txt,1,21,66,75,126,156
Test\Images\147\0118.jpg,Test\Annotations\147\0118.txt,1,24,192,127,386,147
Test\Images\120\0053.jpg,Test\Annotations\120\0053.txt,1,372,167,464,276,120
Test\Images\160\0322.jpg,Test\Annotations\160\0322.txt,1,377,245,433,309,160
Test\Images\127\0735.jpg,Test\Annotations\127\0735.txt,1,279,119,304,154,127
Test\Images\144\0015.jpg,Test\Annotations\144\0015.txt,1,4,5,143,237,144
Test\Images\128\0264.jpg,Test\Annotations\128\0264.txt,1,152,396,279,474,128
Test\Images\153\0082.jpg,Test\Annotations\153\0082.txt,1,243,353,373,427,153
Test\Images\106\0164.jpg,Test\Annotations\106\0164.txt,1,226,85,362,199,106
Test\Images\139\0320.jpg,Test\Annotations\139\0320.txt,1,7,258,28,372,139
Test\Images\122\0078.jpg,Test\Annotations\122\0078.txt,0,,,,,122
Test\Images\105\0064.jpg,Test\Annotations\105\0064.txt,1,228,6,349,58,105
Test\Images\112\0048.jpg,Test\Annotations\112\0048.txt,1,64,299,293,477,112
Test\Images\116\0045.jpg,Test\Annotations\116\0045.txt,1,482,62,528,175,116
Test\Images\134\0057.jpg,Test\Annotations\134\0057.txt,0,,,,,134
Test\Images\146\0145.jpg,Test\Annotations\146\0145.txt,1,48,112,163,246,146
Test\Images\143\0446.jpg,Test\Annotations\143\0446.txt,1,380,277,417,314,143
Test\Images\160\0186.jpg,Test\Annotations\160\0186.txt,1,400,236,453,291,160
Test\Images\115\0195.jpg,Test\Annotations\115\0195.txt,1,211,43,352,169,115
Test\Images\139\0379.jpg,Test\Annotations\139\0379.txt,1,222,187,301,283,139
Test\Images\124\0103.jpg,Test\Annotations\124\0103.txt,1,524,151,558,229,124
Test\Images\143\0041.jpg,Test\Annotations\143\0041.txt,0,,,,,143
Test\Images\149\0104.jpg,Test\Annotations\149\0104.txt,1,101,212,225,272,149
Test\Images\120\0189.jpg,Test\Annotations\120\0189.txt,0,,,,,120
Test\Images\145\0183.jpg,Test\Annotations\145\0183.txt,1,228,280,299,337,145
Test\Images\133\0208.jpg,Test\Annotations\133\0208.txt,0,,,,,133
Test\Images\118\0141.jpg,Test\Annotations\118\0141.txt,1,429,291,452,328,118
Test\Images\116\0030.jpg,Test\Annotations\116\0030.txt,1,245,150,320,265,116
Test\Images\102\0134.jpg,Test\Annotations\102\0134.txt,1,201,279,271,392,102
Test\Images\133\0039.jpg,Test\Annotations\133\0039.txt,1,1,165,161,367,133
Test\Images\129\0022.jpg,Test\Annotations\129\0022.txt,1,444,70,481,115,129
Test\Images\133\0262.jpg,Test\Annotations\133\0262.txt,1,109,319,410,479,133
Test\Images\114\0051.jpg,Test\Annotations\114\0051.txt,1,172,179,285,312,114
Test\Images\101\0053.jpg,Test\Annotations\101\0053.txt,1,292,126,344,222,101
Test\Images\143\0153.jpg,Test\Annotations\143\0153.txt,0,,,,,143
Test\Images\108\0203.jpg,Test\Annotations\108\0203.txt,1,250,216,433,404,108
Test\Images\140\0066.jpg,Test\Annotations\140\0066.txt,1,63,173,192,391,140
Test\Images\147\0411.jpg,Test\Annotations\147\0411.txt,1,138,141,244,332,147
Test\Images\136\0076.jpg,Test\Annotations\136\0076.txt,1,129,71,217,202,136
Test\Images\137\0180.jpg,Test\Annotations\137\0180.txt,1,411,391,466,432,137
Test\Images\119\0046.jpg,Test\Annotations\119\0046.txt,1,282,285,327,331,119
Test\Images\143\0295.jpg,Test\Annotations\143\0295.txt,1,360,197,398,239,143
Test\Images\118\0197.jpg,Test\Annotations\118\0197.txt,1,411,137,475,213,118
Test\Images\128\0410.jpg,Test\Annotations\128\0410.txt,1,89,274,173,383,128
Test\Images\114\0063.jpg,Test\Annotations\114\0063.txt,0,,,,,114
Test\Images\131\0189.jpg,Test\Annotations\131\0189.txt,1,280,193,441,374,131
Test\Images\136\0023.jpg,Test\Annotations\136\0023.txt,1,283,251,421,424,136
Test\Images\127\0472.jpg,Test\Annotations\127\0472.txt,1,324,112,372,161,127
Test\Images\147\0245.jpg,Test\Annotations\147\0245.txt,0,,,,,147
Test\Images\114\0334.jpg,Test\Annotations\114\0334.txt,1,284,191,314,229,114
Test\Images\102\0203.jpg,Test\Annotations\102\0203.txt,1,298,184,377,313,102
Test\Images\101\0120.jpg,Test\Annotations\101\0120.txt,1,447,209,509,369,101
Test\Images\113\0034.jpg,Test\Annotations\113\0034.txt,1,329,29,382,114,113
Test\Images\112\0125.jpg,Test\Annotations\112\0125.txt,0,,,,,112
Test\Images\155\0164.jpg,Test\Annotations\155\0164.txt,1,395,275,455,360,155
Test\Images\121\0016.jpg,Test\Annotations\121\0016.txt,0,,,,,121
Test\Images\111\0100.jpg,Test\Annotations\111\0100.txt,1,287,39,559,479,111
Test\Images\153\0111.jpg,Test\Annotations\153\0111.txt,1,263,336,364,413,153
Test\Images\115\0060.jpg,Test\Annotations\115\0060.txt,1,380,69,434,137,115
Test\Images\160\0171.jpg,Test\Annotations\160\0171.txt,1,397,268,458,325,160
Test\Images\127\0370.jpg,Test\Annotations\127\0370.txt,1,387,191,439,253,127
Test\Images\127\0682.jpg,Test\Annotations\127\0682.txt,1,288,141,317,177,127
Test\Images\150\0172.jpg,Test\Annotations\150\0172.txt,1,217,190,280,242,150
Test\Images\129\0012.jpg,Test\Annotations\129\0012.txt,0,,,,,129
Test\Images\151\0047.jpg,Test\Annotations\151\0047.txt,1,289,216,320,275,151
Test\Images\103\0097.jpg,Test\Annotations\103\0097.txt,1,11,188,51,244,103
Test\Images\133\0168.jpg,Test\Annotations\133\0168.txt,0,,,,,133
Test\Images\149\0090.jpg,Test\Annotations\149\0090.txt,1,107,193,242,267,149
Test\Images\115\0099.jpg,Test\Annotations\115\0099.txt,1,213,7,285,78,115
Test\Images\128\0159.jpg,Test\Annotations\128\0159.txt,1,210,151,363,314,128
Test\Images\132\0102.jpg,Test\Annotations\132\0102.txt,1,142,172,403,392,132
Test\Images\133\0339.jpg,Test\Annotations\133\0339.txt,1,331,104,473,306,133
Test\Images\143\0279.jpg,Test\Annotations\143\0279.txt,1,359,176,416,238,143
Test\Images\106\0051.jpg,Test\Annotations\106\0051.txt,1,214,14,450,224,106
Test\Images\128\0303.jpg,Test\Annotations\128\0303.txt,1,93,271,222,421,128
Test\Images\157\0026.jpg,Test\Annotations\157\0026.txt,1,134,212,238,273,157
Test\Images\128\0040.jpg,Test\Annotations\128\0040.txt,1,29,322,113,439,128
Test\Images\111\0021.jpg,Test\Annotations\111\0021.txt,0,,,,,111
Test\Images\146\0172.jpg,Test\Annotations\146\0172.txt,1,182,112,280,228,146
Test\Images\151\0282.jpg,Test\Annotations\151\0282.txt,1,320,231,349,297,151
Test\Images\131\0087.jpg,Test\Annotations\131\0087.txt,1,391,256,447,341,131
Test\Images\115\0090.jpg,Test\Annotations\115\0090.txt,1,344,40,422,125,115
Test\Images\114\0092.jpg,Test\Annotations\114\0092.txt,1,188,262,246,344,114
Test\Images\151\0359.jpg,Test\Annotations\151\0359.txt,1,128,321,198,375,151
Test\Images\136\0362.jpg,Test\Annotations\136\0362.txt,1,261,204,291,260,136
Test\Images\155\0173.jpg,Test\Annotations\155\0173.txt,1,363,271,423,356,155
Test\Images\111\0001.jpg,Test\Annotations\111\0001.txt,0,,,,,111
Test\Images\126\0066.jpg,Test\Annotations\126\0066.txt,1,6,8,494,406,126
Test\Images\140\0093.jpg,Test\Annotations\140\0093.txt,1,18,170,181,456,140
Test\Images\158\0132.jpg,Test\Annotations\158\0132.txt,1,297,249,487,374,158
Test\Images\134\0008.jpg,Test\Annotations\134\0008.txt,0,,,,,134
Test\Images\128\0249.jpg,Test\Annotations\128\0249.txt,1,232,379,348,479,128
